framesToComplete,skillchecks,greatHit,missSk,toolBoxUsed,toolBoxSpeed,toolBoxCharges,hyperfocusUsed,skillFactor,simulatedFPS
10800,7,0,0,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10304,10,4,0,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10055,12,6,1,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
9958,11,6,0,False,0.0,0,True,0.2,120
10800,6,0,2,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10444,7,3,0,False,0.0,0,True,0.2,120
10692,6,1,2,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10444,12,3,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10304,6,4,1,False,0.0,0,True,0.2,120
10336,8,4,0,False,0.0,0,True,0.2,120
10444,7,3,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10444,7,3,0,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10444,6,3,1,False,0.0,0,True,0.2,120
10584,10,2,3,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10800,12,0,0,False,0.0,0,True,0.2,120
10444,10,3,0,False,0.0,0,True,0.2,120
10800,2,0,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10088,11,6,0,False,0.0,0,True,0.2,120
10692,4,1,1,False,0.0,0,True,0.2,120
10476,13,3,2,False,0.0,0,True,0.2,120
10800,4,0,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10336,12,4,1,False,0.0,0,True,0.2,120
10584,8,2,2,False,0.0,0,True,0.2,120
10584,8,2,0,False,0.0,0,True,0.2,120
10444,7,3,1,False,0.0,0,True,0.2,120
10584,11,2,1,False,0.0,0,True,0.2,120
10444,13,3,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10692,11,1,2,False,0.0,0,True,0.2,120
10444,11,3,0,False,0.0,0,True,0.2,120
10800,6,0,2,False,0.0,0,True,0.2,120
10304,9,4,0,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10584,6,2,2,False,0.0,0,True,0.2,120
10552,8,2,1,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10444,7,3,1,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10444,10,3,0,False,0.0,0,True,0.2,120
10379,11,3,2,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10476,6,3,0,False,0.0,0,True,0.2,120
10196,13,5,1,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10692,9,1,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10584,12,2,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10584,6,2,1,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10584,12,2,3,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10228,11,5,0,False,0.0,0,True,0.2,120
10444,9,3,2,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10800,4,0,1,False,0.0,0,True,0.2,120
10692,9,1,0,False,0.0,0,True,0.2,120
10368,10,4,2,False,0.0,0,True,0.2,120
10023,15,6,0,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10692,9,1,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10476,10,3,1,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10552,11,2,1,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10444,6,3,3,False,0.0,0,True,0.2,120
10444,9,3,0,False,0.0,0,True,0.2,120
10476,8,3,0,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10692,11,1,1,False,0.0,0,True,0.2,120
10476,10,3,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10800,10,0,0,False,0.0,0,True,0.2,120
10552,8,2,0,False,0.0,0,True,0.2,120
10692,14,1,1,False,0.0,0,True,0.2,120
10444,6,3,1,False,0.0,0,True,0.2,120
10584,6,2,2,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
9818,10,7,1,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10271,7,4,0,False,0.0,0,True,0.2,120
10528,13,3,2,False,0.0,0,True,0.2,120
10584,11,2,0,False,0.0,0,True,0.2,120
10476,8,3,0,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10584,11,2,3,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10692,10,1,1,False,0.0,0,True,0.2,120
10584,5,2,1,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10584,13,2,0,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10476,9,3,0,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10476,7,3,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10336,10,4,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10552,7,2,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10584,10,2,1,False,0.0,0,True,0.2,120
10800,2,0,0,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10196,16,5,2,False,0.0,0,True,0.2,120
10692,9,1,3,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,9,1,1,False,0.0,0,True,0.2,120
10444,5,3,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10800,2,0,1,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10336,7,4,1,False,0.0,0,True,0.2,120
10584,10,2,2,False,0.0,0,True,0.2,120
10800,9,0,0,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10066,9,5,1,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10692,6,1,2,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10584,8,2,3,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10800,3,0,1,False,0.0,0,True,0.2,120
10552,4,2,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10444,7,3,1,False,0.0,0,True,0.2,120
10368,11,4,2,False,0.0,0,True,0.2,120
10271,12,4,1,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10444,10,3,1,False,0.0,0,True,0.2,120
10584,11,2,1,False,0.0,0,True,0.2,120
10228,12,5,0,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10692,11,1,1,False,0.0,0,True,0.2,120
10800,9,0,1,False,0.0,0,True,0.2,120
10055,14,6,0,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10552,7,2,0,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10800,8,0,2,False,0.0,0,True,0.2,120
10379,9,3,0,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10800,6,0,0,False,0.0,0,True,0.2,120
10228,13,5,0,False,0.0,0,True,0.2,120
10692,9,1,2,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10800,3,0,0,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10584,8,2,2,False,0.0,0,True,0.2,120
10444,9,3,0,False,0.0,0,True,0.2,120
10584,9,2,0,False,0.0,0,True,0.2,120
10584,5,2,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10336,9,4,1,False,0.0,0,True,0.2,120
10476,6,3,0,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10552,5,2,1,False,0.0,0,True,0.2,120
10044,14,6,1,False,0.0,0,True,0.2,120
10379,6,3,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10800,9,0,2,False,0.0,0,True,0.2,120
10552,5,2,1,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10800,5,0,2,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
9828,11,6,0,False,0.0,0,True,0.2,120
10692,10,1,0,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10552,12,2,0,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10336,10,4,0,False,0.0,0,True,0.2,120
10584,8,2,0,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10800,6,0,2,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10692,9,1,1,False,0.0,0,True,0.2,120
10476,8,3,0,False,0.0,0,True,0.2,120
10271,9,4,1,False,0.0,0,True,0.2,120
10444,7,3,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10444,11,3,1,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10800,11,0,2,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10476,8,3,0,False,0.0,0,True,0.2,120
10336,6,4,0,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10552,10,2,1,False,0.0,0,True,0.2,120
10552,6,2,0,False,0.0,0,True,0.2,120
10649,5,2,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10800,9,0,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10584,7,2,2,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10552,12,2,1,False,0.0,0,True,0.2,120
10304,10,4,1,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10444,9,3,2,False,0.0,0,True,0.2,120
10649,10,2,1,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10584,10,2,3,False,0.0,0,True,0.2,120
10692,12,1,1,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10336,11,4,3,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10692,9,1,1,False,0.0,0,True,0.2,120
10368,12,4,0,False,0.0,0,True,0.2,120
10336,13,4,2,False,0.0,0,True,0.2,120
10692,9,1,3,False,0.0,0,True,0.2,120
10552,6,2,0,False,0.0,0,True,0.2,120
10304,11,4,0,False,0.0,0,True,0.2,120
10584,13,2,0,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10692,11,1,1,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10304,10,4,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10476,8,3,1,False,0.0,0,True,0.2,120
10552,8,2,0,False,0.0,0,True,0.2,120
10692,7,1,2,False,0.0,0,True,0.2,120
10444,16,3,2,False,0.0,0,True,0.2,120
10444,10,3,3,False,0.0,0,True,0.2,120
10584,6,2,2,False,0.0,0,True,0.2,120
10800,5,0,2,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10163,9,5,0,False,0.0,0,True,0.2,120
10692,6,1,3,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10692,10,1,1,False,0.0,0,True,0.2,120
10476,10,3,1,False,0.0,0,True,0.2,120
10692,11,1,1,False,0.0,0,True,0.2,120
10800,1,0,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10692,6,1,3,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10336,11,4,3,False,0.0,0,True,0.2,120
10476,10,3,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10692,10,1,1,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10584,9,2,2,False,0.0,0,True,0.2,120
10800,2,0,1,False,0.0,0,True,0.2,120
10584,5,2,0,False,0.0,0,True,0.2,120
10476,9,3,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10163,11,5,0,False,0.0,0,True,0.2,120
10692,6,1,2,False,0.0,0,True,0.2,120
10692,7,1,2,False,0.0,0,True,0.2,120
10800,7,0,2,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10336,7,4,2,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10368,10,4,1,False,0.0,0,True,0.2,120
10407,10,4,2,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10552,6,2,0,False,0.0,0,True,0.2,120
10692,9,1,2,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10336,8,4,1,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10379,9,3,1,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10552,8,2,1,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10692,5,1,2,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10584,12,2,1,False,0.0,0,True,0.2,120
10336,12,4,1,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10584,13,2,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10692,10,1,0,False,0.0,0,True,0.2,120
10692,9,1,3,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10336,10,4,2,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10584,9,2,0,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10444,10,3,0,False,0.0,0,True,0.2,120
10584,12,2,2,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10692,8,1,4,False,0.0,0,True,0.2,120
10800,4,0,1,False,0.0,0,True,0.2,120
10584,10,2,1,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10800,6,0,2,False,0.0,0,True,0.2,120
10476,7,3,2,False,0.0,0,True,0.2,120
10336,11,4,0,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10444,10,3,1,False,0.0,0,True,0.2,120
10552,9,2,0,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10444,10,3,0,False,0.0,0,True,0.2,120
10336,14,4,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10444,5,3,1,False,0.0,0,True,0.2,120
10444,6,3,0,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10584,8,2,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10692,10,1,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10692,10,1,3,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10692,9,1,2,False,0.0,0,True,0.2,120
10800,10,0,1,False,0.0,0,True,0.2,120
10692,9,1,2,False,0.0,0,True,0.2,120
10800,5,0,3,False,0.0,0,True,0.2,120
10692,9,1,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10584,9,2,3,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10476,10,3,1,False,0.0,0,True,0.2,120
10271,8,4,0,False,0.0,0,True,0.2,120
10552,7,2,0,False,0.0,0,True,0.2,120
10800,2,0,0,False,0.0,0,True,0.2,120
10271,10,4,0,False,0.0,0,True,0.2,120
10800,6,0,2,False,0.0,0,True,0.2,120
10444,9,3,0,False,0.0,0,True,0.2,120
10800,10,0,2,False,0.0,0,True,0.2,120
10379,7,3,1,False,0.0,0,True,0.2,120
10444,11,3,1,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10584,11,2,1,False,0.0,0,True,0.2,120
10692,14,1,3,False,0.0,0,True,0.2,120
10584,12,2,0,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10196,9,5,1,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10692,12,1,1,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10444,9,3,1,False,0.0,0,True,0.2,120
10692,5,1,2,False,0.0,0,True,0.2,120
10800,3,0,1,False,0.0,0,True,0.2,120
10444,10,3,1,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10584,9,2,1,False,0.0,0,True,0.2,120
10552,5,2,0,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10476,8,3,1,False,0.0,0,True,0.2,120
10444,9,3,1,False,0.0,0,True,0.2,120
10379,12,3,1,False,0.0,0,True,0.2,120
10444,8,3,1,False,0.0,0,True,0.2,120
10336,9,4,0,False,0.0,0,True,0.2,120
10444,11,3,1,False,0.0,0,True,0.2,120
10444,8,3,2,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10584,5,2,0,False,0.0,0,True,0.2,120
10692,6,1,1,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10800,4,0,3,False,0.0,0,True,0.2,120
10584,11,2,2,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,7,1,1,False,0.0,0,True,0.2,120
10692,8,1,3,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10476,11,3,1,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10163,12,5,1,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10584,8,2,2,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10692,5,1,1,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10584,6,2,1,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10584,9,2,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10271,13,4,0,False,0.0,0,True,0.2,120
10476,14,3,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10800,10,0,1,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10584,8,2,0,False,0.0,0,True,0.2,120
10692,8,1,2,False,0.0,0,True,0.2,120
10228,13,5,2,False,0.0,0,True,0.2,120
10800,5,0,1,False,0.0,0,True,0.2,120
10584,11,2,2,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10800,3,0,0,False,0.0,0,True,0.2,120
10379,10,3,1,False,0.0,0,True,0.2,120
10584,8,2,1,False,0.0,0,True,0.2,120
10692,3,1,0,False,0.0,0,True,0.2,120
10800,3,0,0,False,0.0,0,True,0.2,120
10476,6,3,0,False,0.0,0,True,0.2,120
10336,12,4,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10800,9,0,1,False,0.0,0,True,0.2,120
10379,9,3,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10584,6,2,0,False,0.0,0,True,0.2,120
10368,12,4,1,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10692,4,1,0,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10476,9,3,0,False,0.0,0,True,0.2,120
10692,7,1,2,False,0.0,0,True,0.2,120
10584,7,2,0,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10800,7,0,0,False,0.0,0,True,0.2,120
10336,14,4,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10584,6,2,1,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10444,12,3,1,False,0.0,0,True,0.2,120
10800,4,0,1,False,0.0,0,True,0.2,120
10444,11,3,0,False,0.0,0,True,0.2,120
10770,2,1,0,False,0.0,0,True,0.2,120
10444,9,3,2,False,0.0,0,True,0.2,120
10800,3,0,0,False,0.0,0,True,0.2,120
10584,6,2,1,False,0.0,0,True,0.2,120
10444,6,3,0,False,0.0,0,True,0.2,120
10692,8,1,1,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10444,8,3,0,False,0.0,0,True,0.2,120
10800,8,0,1,False,0.0,0,True,0.2,120
10692,8,1,0,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10336,9,4,1,False,0.0,0,True,0.2,120
10584,9,2,3,False,0.0,0,True,0.2,120
10800,7,0,1,False,0.0,0,True,0.2,120
10800,7,0,3,False,0.0,0,True,0.2,120
10800,3,0,0,False,0.0,0,True,0.2,120
10584,5,2,0,False,0.0,0,True,0.2,120
10196,13,5,2,False,0.0,0,True,0.2,120
10692,13,1,0,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10692,9,1,2,False,0.0,0,True,0.2,120
10552,5,2,1,False,0.0,0,True,0.2,120
10692,4,1,1,False,0.0,0,True,0.2,120
10336,11,4,0,False,0.0,0,True,0.2,120
10552,8,2,2,False,0.0,0,True,0.2,120
10800,5,0,0,False,0.0,0,True,0.2,120
10800,4,0,1,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10692,10,1,1,False,0.0,0,True,0.2,120
10444,7,3,0,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10692,7,1,2,False,0.0,0,True,0.2,120
10692,7,1,0,False,0.0,0,True,0.2,120
10584,8,2,0,False,0.0,0,True,0.2,120
10584,7,2,1,False,0.0,0,True,0.2,120
10552,11,2,1,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10800,8,0,2,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10584,12,2,2,False,0.0,0,True,0.2,120
10552,7,2,1,False,0.0,0,True,0.2,120
10692,6,1,0,False,0.0,0,True,0.2,120
10692,5,1,0,False,0.0,0,True,0.2,120
10800,12,0,2,False,0.0,0,True,0.2,120
10584,9,2,0,False,0.0,0,True,0.2,120
10800,8,0,0,False,0.0,0,True,0.2,120
10552,6,2,0,False,0.0,0,True,0.2,120
10800,7,0,2,False,0.0,0,True,0.2,120
10552,6,2,0,False,0.0,0,True,0.2,120
10584,9,2,0,False,0.0,0,True,0.2,120
10800,11,0,2,False,0.0,0,True,0.2,120
10800,4,0,0,False,0.0,0,True,0.2,120
10692,2,1,1,False,0.0,0,True,0.2,120
10800,6,0,1,False,0.0,0,True,0.2,120
10584,10,2,0,False,0.0,0,True,0.2,120
